zone,day,total_rides,cancellations,avg_fare
Zone_32,2024-02-02,4,0,39.5675
Zone_33,2024-02-02,1,0,24.62
Zone_34,2024-02-02,3,0,22.4
Zone_35,2024-02-02,3,1,25.04
Zone_36,2024-02-02,4,1,18.7225
Zone_37,2024-02-02,1,0,14.62
Zone_38,2024-02-02,4,1,13.579999999999998
Zone_39,2024-02-02,2,1,19.51
Zone_40,2024-02-02,2,0,28.384999999999998
Zone_17,2024-02-02,4,0,45.324999999999996
Zone_18,2024-02-02,8,3,17.81125
Zone_19,2024-02-02,5,0,33.586
Zone_6,2024-02-02,2,0,52.745000000000005
Zone_7,2024-02-02,4,0,32.4225
Zone_8,2024-02-02,4,0,37.475
Zone_1,2024-02-02,3,1,19.296666666666667
Zone_2,2024-02-02,3,0,29.82
Zone_3,2024-02-02,3,0,33.339999999999996
Zone_2,2024-02-03,2,0,42.175
Zone_3,2024-02-03,3,0,36.79666666666667
Zone_4,2024-02-03,5,0,23.706
Zone_5,2024-02-03,2,0,38.025
Zone_9,2024-02-03,2,1,13.67
Zone_10,2024-02-03,2,0,29.2
Zone_11,2024-02-03,4,0,36.464999999999996
Zone_20,2024-02-03,6,0,44.916666666666664
Zone_21,2024-02-03,3,0,52.126666666666665
Zone_22,2024-02-03,1,0,9.69
Zone_23,2024-02-03,4,0,35.86
Zone_24,2024-02-03,4,0,53.807500000000005
Zone_12,2024-02-03,5,0,43.046
Zone_13,2024-02-03,6,1,17.391666666666666
Zone_14,2024-02-03,2,0,26.275
Zone_25,2024-02-03,3,0,43.03666666666667
Zone_26,2024-02-03,4,0,16.8475
Zone_27,2024-02-03,4,0,40.5625
Zone_28,2024-02-03,4,0,27.472499999999997
Zone_29,2024-02-03,4,0,29.105000000000004
Zone_30,2024-02-03,2,0,38.980000000000004
Zone_6,2024-02-03,1,1,0.0
Zone_7,2024-02-03,4,1,33.19500000000001
Zone_8,2024-02-03,3,0,28.60333333333333
Zone_33,2024-02-03,3,0,42.193333333333335
Zone_34,2024-02-03,1,0,9.0
Zone_35,2024-02-03,4,0,33.6575
Zone_15,2024-02-03,5,1,23.631999999999998
Zone_16,2024-02-03,3,0,31.989999999999995
Zone_31,2024-02-03,6,1,36.25833333333333
Zone_32,2024-02-03,1,0,33.02
Zone_17,2024-02-03,3,0,34.67666666666666
Zone_18,2024-02-03,5,1,18.404000000000003
Zone_19,2024-02-03,3,2,18.203333333333333
Zone_36,2024-02-03,2,0,38.965
Zone_37,2024-02-03,1,0,41.02
Zone_38,2024-02-03,1,0,13.25
Zone_39,2024-02-03,3,0,27.903333333333332
Zone_40,2024-02-03,2,1,26.92
Zone_39,2024-02-04,1,1,0.0
Zone_40,2024-02-04,2,1,23.945
Zone_25,2024-02-04,3,1,18.45
Zone_26,2024-02-04,4,1,28.53
Zone_27,2024-02-04,1,0,11.13
Zone_9,2024-02-04,3,1,19.619999999999997
Zone_10,2024-02-04,3,0,17.173333333333332
Zone_11,2024-02-04,4,1,27.3575
Zone_1,2024-02-04,1,0,34.89
Zone_2,2024-02-04,1,0,39.67
Zone_3,2024-02-04,4,0,30.4975
Zone_4,2024-02-04,2,0,45.9
Zone_5,2024-02-04,2,0,33.035
Zone_12,2024-02-04,2,0,43.435
Zone_13,2024-02-04,1,0,42.03
Zone_19,2024-02-04,1,0,55.39
Zone_20,2024-02-04,4,0,40.8175
Zone_21,2024-02-04,4,0,52.690000000000005
Zone_22,2024-02-04,3,0,26.386666666666667
Zone_23,2024-02-04,4,0,43.045
Zone_24,2024-02-04,6,1,32.615
Zone_36,2024-02-04,7,0,34.80428571428571
Zone_37,2024-02-04,1,0,17.79
Zone_38,2024-02-04,3,0,34.35333333333333
Zone_33,2024-02-04,2,0,46.870000000000005
Zone_34,2024-02-04,2,0,48.879999999999995
Zone_35,2024-02-04,5,1,39.598
Zone_28,2024-02-04,1,0,32.33
Zone_29,2024-02-04,2,0,57.58
Zone_6,2024-02-04,2,0,36.215
Zone_7,2024-02-04,5,1,36.885999999999996
Zone_8,2024-02-04,2,0,17.995
Zone_17,2024-02-04,7,1,24.465714285714284
Zone_18,2024-02-04,1,0,43.01
Zone_14,2024-02-04,2,1,23.41
Zone_15,2024-02-04,1,0,49.93
Zone_16,2024-02-04,4,0,39.76
Zone_30,2024-02-04,1,0,15.48
Zone_31,2024-02-04,2,0,9.375
Zone_32,2024-02-04,4,0,29.4025
Zone_31,2024-02-05,4,0,37.722500000000004
Zone_32,2024-02-05,2,0,44.195
Zone_20,2024-02-05,5,1,30.394
Zone_21,2024-02-05,2,0,27.505000000000003
Zone_22,2024-02-05,4,0,36.06
Zone_9,2024-02-05,2,1,25.97
Zone_11,2024-02-05,4,0,26.2475
Zone_39,2024-02-05,1,0,27.51
Zone_40,2024-02-05,5,1,37.372
Zone_25,2024-02-05,3,1,30.503333333333337
Zone_26,2024-02-05,1,0,49.97
Zone_27,2024-02-05,3,0,49.986666666666665
Zone_12,2024-02-05,1,0,48.53
Zone_13,2024-02-05,2,0,48.045
Zone_14,2024-02-05,2,0,43.515
Zone_1,2024-02-05,1,0,24.27
Zone_2,2024-02-05,2,0,36.27
Zone_3,2024-02-05,5,0,40.768
Zone_4,2024-02-05,6,1,30.323333333333334
Zone_5,2024-02-05,1,0,17.5
Zone_6,2024-02-05,4,0,44.647499999999994
Zone_15,2024-02-05,4,1,15.1675
Zone_16,2024-02-05,3,0,34.276666666666664
Zone_33,2024-02-05,4,0,37.8825
Zone_34,2024-02-05,2,0,28.015
Zone_35,2024-02-05,2,0,26.095
Zone_23,2024-02-05,6,0,42.12333333333334
Zone_24,2024-02-05,3,0,35.43
Zone_36,2024-02-05,2,0,20.265
Zone_37,2024-02-05,8,1,29.392500000000002
Zone_38,2024-02-05,1,0,47.79
Zone_17,2024-02-05,4,0,44.269999999999996
Zone_18,2024-02-05,2,0,50.535
Zone_19,2024-02-05,3,1,11.813333333333334
Zone_28,2024-02-05,9,1,27.79
Zone_29,2024-02-05,3,0,34.86666666666667
Zone_30,2024-02-05,3,0,45.919999999999995
Zone_7,2024-02-05,2,0,35.095
Zone_8,2024-02-05,2,0,51.795
Zone_7,2024-02-06,3,1,12.809999999999999
Zone_8,2024-02-06,4,1,28.115000000000002
Zone_1,2024-02-06,2,0,31.845
Zone_2,2024-02-06,2,0,44.385000000000005
Zone_3,2024-02-06,3,0,48.27333333333333
Zone_9,2024-02-06,3,0,28.636666666666667
Zone_10,2024-02-06,3,0,43.75333333333333
Zone_11,2024-02-06,3,0,46.736666666666665
Zone_31,2024-02-06,5,1,27.4
Zone_32,2024-02-06,3,0,35.68
Zone_19,2024-02-06,1,0,43.51
Zone_20,2024-02-06,4,1,25.912499999999998
Zone_21,2024-02-06,1,0,18.34
Zone_12,2024-02-06,3,0,36.67333333333333
Zone_13,2024-02-06,2,0,22.365000000000002
Zone_14,2024-02-06,4,1,27.009999999999998
Zone_39,2024-02-06,4,0,27.06
Zone_40,2024-02-06,3,0,24.786666666666665
Zone_25,2024-02-06,2,1,5.71
Zone_26,2024-02-06,3,0,36.269999999999996
Zone_27,2024-02-06,5,1,21.04
Zone_28,2024-02-06,5,2,14.23
Zone_29,2024-02-06,3,0,28.10333333333333
Zone_30,2024-02-06,4,1,15.7
Zone_33,2024-02-06,1,0,34.34
Zone_34,2024-02-06,6,1,22.999999999999996
Zone_35,2024-02-06,2,0,49.045
Zone_4,2024-02-06,2,1,25.32
Zone_5,2024-02-06,2,0,29.495
Zone_6,2024-02-06,4,0,18.92
Zone_15,2024-02-06,3,0,40.983333333333334
Zone_16,2024-02-06,3,0,28.233333333333334
Zone_17,2024-02-06,6,2,19.18333333333333
Zone_18,2024-02-06,2,0,34.464999999999996
Zone_22,2024-02-06,2,0,27.955000000000002
Zone_23,2024-02-06,4,1,25.419999999999998
Zone_24,2024-02-06,4,0,37.35
Zone_36,2024-02-06,2,0,34.8
Zone_37,2024-02-06,4,1,22.892500000000002
Zone_38,2024-02-06,6,1,31.638333333333332
Zone_36,2024-02-07,2,0,41.765
Zone_37,2024-02-07,3,1,19.916666666666664
Zone_39,2024-02-07,3,0,54.05333333333333
Zone_40,2024-02-07,2,0,36.36
Zone_9,2024-02-07,2,2,0.0
Zone_10,2024-02-07,5,0,40.638
Zone_11,2024-02-07,3,0,37.626666666666665
Zone_7,2024-02-07,7,1,26.212857142857146
Zone_8,2024-02-07,4,1,27.259999999999998
Zone_1,2024-02-07,1,0,57.1
Zone_2,2024-02-07,4,0,42.2125
Zone_12,2024-02-07,5,0,35.733999999999995
Zone_13,2024-02-07,2,0,33.644999999999996
Zone_14,2024-02-07,1,0,29.64
Zone_31,2024-02-07,4,0,38.8875
Zone_32,2024-02-07,1,0,58.68
Zone_33,2024-02-07,2,0,45.715
Zone_21,2024-02-07,2,0,16.65
Zone_22,2024-02-07,4,0,42.1725
Zone_23,2024-02-07,4,2,24.4925
Zone_24,2024-02-07,1,0,55.02
Zone_34,2024-02-07,5,0,33.712
Zone_35,2024-02-07,4,1,16.4025
Zone_25,2024-02-07,2,0,29.915
Zone_26,2024-02-07,2,1,15.43
Zone_27,2024-02-07,4,0,47.474999999999994
Zone_28,2024-02-07,8,0,34.54875
Zone_29,2024-02-07,4,1,16.580000000000002
Zone_30,2024-02-07,2,0,31.205
Zone_18,2024-02-07,2,0,34.71
Zone_3,2024-02-07,6,0,37.48833333333334
Zone_4,2024-02-07,6,1,29.231666666666662
Zone_5,2024-02-07,6,1,41.70666666666666
Zone_6,2024-02-07,6,1,21.251666666666672
Zone_15,2024-02-07,2,0,45.57
Zone_16,2024-02-07,5,1,28.720000000000002
Zone_17,2024-02-07,3,0,37.46333333333334
Zone_14,2024-02-08,2,0,18.89
Zone_15,2024-02-08,4,0,44.099999999999994
Zone_16,2024-02-08,5,0,43.236
Zone_17,2024-02-08,3,1,17.18
Zone_31,2024-02-08,1,0,56.68
Zone_32,2024-02-08,3,0,40.97666666666667
Zone_9,2024-02-08,3,0,19.393333333333334
Zone_10,2024-02-08,2,0,30.18
Zone_11,2024-02-08,2,0,12.940000000000001
Zone_36,2024-02-08,4,1,30.134999999999998
Zone_37,2024-02-08,1,0,16.07
Zone_38,2024-02-08,3,0,37.28333333333333
Zone_39,2024-02-08,5,1,18.684000000000005
Zone_40,2024-02-08,3,1,27.64333333333333
Zone_12,2024-02-08,1,0,50.13
Zone_13,2024-02-08,3,1,36.11333333333333
Zone_6,2024-02-08,1,0,35.61
Zone_7,2024-02-08,4,1,9.945
Zone_8,2024-02-08,3,0,24.6
Zone_1,2024-02-08,2,1,4.66
Zone_2,2024-02-08,9,1,23.286666666666665
Zone_3,2024-02-08,2,0,24.28
Zone_4,2024-02-08,5,0,27.244
Zone_5,2024-02-08,1,0,57.63
Zone_33,2024-02-08,2,1,9.585
Zone_34,2024-02-08,3,0,32.93
Zone_35,2024-02-08,3,0,43.20666666666666
Zone_20,2024-02-08,4,0,28.8875
Zone_21,2024-02-08,3,0,23.136666666666667
Zone_22,2024-02-08,5,1,17.266
Zone_23,2024-02-08,6,2,19.266666666666666
Zone_24,2024-02-08,3,0,35.33
Zone_25,2024-02-08,8,1,39.35125
Zone_18,2024-02-08,4,1,32.175
Zone_19,2024-02-08,5,0,32.166
Zone_26,2024-02-08,1,0,54.14
Zone_27,2024-02-08,1,0,20.87
Zone_28,2024-02-08,3,0,34.876666666666665
Zone_29,2024-02-08,3,0,33.79333333333333
Zone_30,2024-02-08,2,1,21.885
Zone_28,2024-02-09,3,1,28.24666666666667
Zone_29,2024-02-09,4,0,34.78
Zone_30,2024-02-09,5,1,21.029999999999998
Zone_7,2024-02-09,1,0,58.21
Zone_8,2024-02-09,1,0,34.4
Zone_9,2024-02-09,5,1,19.578
Zone_10,2024-02-09,2,0,27.42
Zone_11,2024-02-09,2,0,30.159999999999997
Zone_14,2024-02-09,1,0,22.49
Zone_15,2024-02-09,1,0,14.79
Zone_16,2024-02-09,4,0,36.6825
Zone_31,2024-02-09,5,0,40.164
Zone_32,2024-02-09,3,0,26.16
Zone_12,2024-02-09,3,0,25.54333333333333
Zone_13,2024-02-09,4,0,24.71
Zone_36,2024-02-09,1,0,23.11
Zone_37,2024-02-09,4,0,21.854999999999997
Zone_38,2024-02-09,3,1,19.576666666666668
Zone_39,2024-02-09,5,0,41.464
Zone_40,2024-02-09,1,0,46.88
Zone_25,2024-02-09,3,0,27.369999999999997
Zone_26,2024-02-09,2,0,10.45
Zone_27,2024-02-09,2,0,36.245
Zone_33,2024-02-09,3,0,42.39666666666667
Zone_34,2024-02-09,4,2,12.915
Zone_35,2024-02-09,1,0,58.85
Zone_1,2024-02-09,4,0,28.154999999999998
Zone_3,2024-02-09,2,1,14.8
Zone_4,2024-02-09,2,0,40.81
Zone_5,2024-02-09,3,0,32.736666666666665
Zone_6,2024-02-09,5,0,43.262
Zone_17,2024-02-09,5,0,33.442
Zone_18,2024-02-09,5,0,37.274
Zone_19,2024-02-09,6,2,15.818333333333333
Zone_20,2024-02-09,4,1,17.11
Zone_21,2024-02-09,2,1,20.39
Zone_22,2024-02-09,1,0,11.04
Zone_23,2024-02-09,3,2,19.50333333333333
Zone_24,2024-02-09,3,0,32.24
Zone_23,2024-02-10,3,0,36.053333333333335
Zone_24,2024-02-10,5,0,33.194
Zone_36,2024-02-10,3,0,32.913333333333334
Zone_37,2024-02-10,4,1,17.224999999999998
Zone_38,2024-02-10,3,0,28.89
Zone_10,2024-02-10,3,0,34.34
Zone_28,2024-02-10,4,2,27.9225
Zone_29,2024-02-10,2,0,39.97
Zone_7,2024-02-10,6,0,23.578333333333333
Zone_8,2024-02-10,3,0,31.27333333333333
Zone_9,2024-02-10,2,0,43.825
Zone_11,2024-02-10,1,0,37.16
Zone_12,2024-02-10,3,0,33.303333333333335
Zone_13,2024-02-10,3,0,34.96666666666666
Zone_14,2024-02-10,1,0,59.48
Zone_15,2024-02-10,3,0,34.833333333333336
Zone_16,2024-02-10,3,0,22.623333333333335
Zone_30,2024-02-10,4,0,24.845000000000002
Zone_31,2024-02-10,6,1,32.821666666666665
Zone_32,2024-02-10,3,0,38.733333333333334
Zone_33,2024-02-10,2,0,16.855
Zone_20,2024-02-10,1,0,14.09
Zone_21,2024-02-10,2,0,38.55
Zone_22,2024-02-10,2,0,22.83
Zone_34,2024-02-10,8,0,28.5475
Zone_35,2024-02-10,2,0,49.15
Zone_39,2024-02-10,2,0,48.185
Zone_40,2024-02-10,4,0,41.8825
Zone_25,2024-02-10,2,1,16.445
Zone_26,2024-02-10,3,0,37.236666666666665
Zone_27,2024-02-10,3,0,31.806666666666665
Zone_17,2024-02-10,5,1,19.384
Zone_18,2024-02-10,4,0,33.545
Zone_19,2024-02-10,7,0,23.23
Zone_2,2024-02-10,1,0,52.05
Zone_3,2024-02-10,4,0,39.7625
Zone_4,2024-02-10,6,0,30.58333333333333
Zone_5,2024-02-10,1,0,51.55
Zone_6,2024-02-10,1,0,32.53
Zone_3,2024-02-11,4,0,36.5625
Zone_4,2024-02-11,4,1,25.685
Zone_5,2024-02-11,3,0,42.266666666666666
Zone_6,2024-02-11,6,0,33.05833333333333
Zone_15,2024-02-11,7,1,19.857142857142854
Zone_16,2024-02-11,2,0,22.41
Zone_9,2024-02-11,1,0,25.65
Zone_10,2024-02-11,3,0,49.376666666666665
Zone_22,2024-02-11,1,0,31.99
Zone_23,2024-02-11,4,0,18.7025
Zone_24,2024-02-11,3,0,39.81333333333333
Zone_36,2024-02-11,5,0,39.08
Zone_37,2024-02-11,3,0,36.486666666666665
Zone_38,2024-02-11,3,0,25.08
Zone_11,2024-02-11,2,1,27.79
Zone_12,2024-02-11,3,0,30.776666666666664
Zone_14,2024-02-11,3,0,31.866666666666667
Zone_28,2024-02-11,4,2,15.9425
Zone_29,2024-02-11,1,0,59.05
Zone_7,2024-02-11,4,0,29.5325
Zone_8,2024-02-11,4,1,30.552500000000002
Zone_1,2024-02-11,2,1,26.075
Zone_2,2024-02-11,4,1,24.1625
Zone_34,2024-02-11,4,1,20.482499999999998
Zone_35,2024-02-11,3,0,53.49
Zone_30,2024-02-11,1,0,17.45
Zone_31,2024-02-11,5,0,37.878
Zone_32,2024-02-11,2,0,37.335
Zone_33,2024-02-11,2,0,53.545
Zone_20,2024-02-11,3,0,37.223333333333336
Zone_21,2024-02-11,2,0,46.155
Zone_17,2024-02-11,1,0,58.03
Zone_18,2024-02-11,6,0,33.32166666666667
Zone_19,2024-02-11,7,0,27.95857142857143
Zone_39,2024-02-11,6,0,36.026666666666664
Zone_40,2024-02-11,5,0,31.822000000000003
Zone_25,2024-02-11,4,0,23.2475
Zone_26,2024-02-11,5,0,43.428000000000004
Zone_27,2024-02-11,3,0,25.27
Zone_26,2024-02-12,4,0,38.1025
Zone_27,2024-02-12,4,1,19.410000000000004
Zone_28,2024-02-12,3,0,29.643333333333334
Zone_29,2024-02-12,4,1,21.982499999999998
Zone_30,2024-02-12,4,2,16.2175
Zone_9,2024-02-12,3,0,38.27333333333333
Zone_10,2024-02-12,4,0,31.7475
Zone_4,2024-02-12,6,0,37.345
Zone_5,2024-02-12,4,0,38.144999999999996
Zone_15,2024-02-12,1,0,53.93
Zone_16,2024-02-12,2,0,33.25
Zone_11,2024-02-12,3,0,33.626666666666665
Zone_12,2024-02-12,4,0,50.54
Zone_13,2024-02-12,2,0,42.175
Zone_14,2024-02-12,4,0,50.300000000000004
Zone_23,2024-02-12,3,0,36.623333333333335
Zone_24,2024-02-12,2,0,36.964999999999996
Zone_36,2024-02-12,4,2,18.3
Zone_37,2024-02-12,3,1,24.736666666666665
Zone_38,2024-02-12,1,0,51.14
Zone_39,2024-02-12,5,2,14.836000000000002
Zone_40,2024-02-12,2,0,37.894999999999996
Zone_34,2024-02-12,2,0,35.85
Zone_35,2024-02-12,4,0,35.53
Zone_6,2024-02-12,1,0,18.51
Zone_7,2024-02-12,1,0,8.81
Zone_8,2024-02-12,3,0,50.623333333333335
Zone_1,2024-02-12,1,0,58.54
Zone_2,2024-02-12,7,2,28.854285714285716
Zone_3,2024-02-12,6,1,35.288333333333334
Zone_17,2024-02-12,5,0,39.733999999999995
Zone_18,2024-02-12,4,0,27.7025
Zone_19,2024-02-12,3,1,34.696666666666665
Zone_31,2024-02-12,7,0,28.352857142857143
Zone_32,2024-02-12,2,0,30.115000000000002
Zone_33,2024-02-12,5,0,32.612
Zone_20,2024-02-12,3,0,26.006666666666668
Zone_21,2024-02-12,2,0,39.144999999999996
Zone_22,2024-02-12,4,1,21.909999999999997
Zone_20,2024-02-13,4,0,43.99
Zone_21,2024-02-13,4,0,38.685
Zone_22,2024-02-13,3,0,43.32666666666667
Zone_23,2024-02-13,2,0,37.185
Zone_24,2024-02-13,5,1,19.186
Zone_25,2024-02-13,3,0,44.986666666666665
Zone_9,2024-02-13,3,0,46.03666666666667
Zone_10,2024-02-13,5,0,24.625999999999998
Zone_26,2024-02-13,3,0,26.906666666666666
Zone_27,2024-02-13,4,1,16.300000000000004
Zone_28,2024-02-13,6,1,25.76
Zone_29,2024-02-13,2,2,0.0
Zone_12,2024-02-13,1,0,27.06
Zone_13,2024-02-13,2,2,0.0
Zone_4,2024-02-13,3,1,15.533333333333333
Zone_5,2024-02-13,4,0,46.4275
Zone_6,2024-02-13,7,1,27.732857142857142
Zone_14,2024-02-13,2,0,44.275000000000006
Zone_15,2024-02-13,1,0,23.85
Zone_16,2024-02-13,3,0,50.75333333333333
Zone_17,2024-02-13,5,0,31.568
Zone_30,2024-02-13,3,0,16.023333333333333
Zone_31,2024-02-13,2,0,32.58
Zone_32,2024-02-13,5,0,41.721999999999994
Zone_33,2024-02-13,5,0,32.75599999999999
Zone_34,2024-02-13,1,0,44.86
Zone_35,2024-02-13,2,0,25.095
Zone_36,2024-02-13,4,1,14.9175
Zone_37,2024-02-13,4,1,18.3325
Zone_38,2024-02-13,3,1,17.79333333333333
Zone_39,2024-02-13,6,0,27.24
Zone_40,2024-02-13,3,0,20.096666666666668
Zone_18,2024-02-13,5,1,33.730000000000004
Zone_19,2024-02-13,4,0,48.285000000000004
Zone_7,2024-02-13,2,0,27.33
Zone_8,2024-02-13,2,0,23.810000000000002
Zone_1,2024-02-13,5,0,29.296
Zone_3,2024-02-13,3,1,19.796666666666667
Zone_1,2024-02-14,3,1,13.596666666666668
Zone_2,2024-02-14,4,1,27.067499999999995
Zone_3,2024-02-14,1,0,26.18
Zone_4,2024-02-14,3,1,16.509999999999998
Zone_5,2024-02-14,5,0,38.712
Zone_9,2024-02-14,3,0,27.32
Zone_10,2024-02-14,2,0,25.244999999999997
Zone_11,2024-02-14,7,0,40.361428571428576
Zone_20,2024-02-14,5,2,16.171999999999997
Zone_21,2024-02-14,1,0,33.98
Zone_22,2024-02-14,2,0,17.03
Zone_23,2024-02-14,1,0,9.51
Zone_24,2024-02-14,1,0,24.97
Zone_12,2024-02-14,1,1,0.0
Zone_13,2024-02-14,5,0,33.094
Zone_25,2024-02-14,1,0,41.17
Zone_26,2024-02-14,1,0,48.96
Zone_27,2024-02-14,3,0,25.666666666666668
Zone_28,2024-02-14,1,0,22.99
Zone_6,2024-02-14,1,0,33.33
Zone_7,2024-02-14,3,0,38.39
Zone_8,2024-02-14,5,0,27.154000000000003
Zone_33,2024-02-14,3,0,28.813333333333333
Zone_34,2024-02-14,3,0,24.37
Zone_35,2024-02-14,3,0,17.49
Zone_14,2024-02-14,4,1,34.5125
Zone_15,2024-02-14,1,0,30.6
Zone_16,2024-02-14,4,1,33.03
Zone_30,2024-02-14,1,0,37.76
Zone_31,2024-02-14,2,0,52.17
Zone_32,2024-02-14,6,2,27.293333333333333
Zone_17,2024-02-14,1,0,21.25
Zone_18,2024-02-14,5,0,22.454
Zone_19,2024-02-14,2,1,25.305
Zone_36,2024-02-14,6,1,31.311666666666667
Zone_37,2024-02-14,1,0,14.67
Zone_39,2024-02-14,3,0,48.760000000000005
Zone_40,2024-02-14,3,0,45.45666666666666
Zone_39,2024-02-15,1,1,0.0
Zone_40,2024-02-15,2,0,41.745
Zone_25,2024-02-15,3,0,45.61
Zone_26,2024-02-15,1,0,11.81
Zone_27,2024-02-15,3,0,36.67
Zone_9,2024-02-15,2,1,27.08
Zone_10,2024-02-15,3,0,30.57333333333333
Zone_11,2024-02-15,1,0,11.61
Zone_1,2024-02-15,4,0,36.067499999999995
Zone_2,2024-02-15,4,1,31.465
Zone_3,2024-02-15,4,0,54.697500000000005
Zone_4,2024-02-15,2,0,35.035
Zone_5,2024-02-15,2,0,35.650000000000006
Zone_12,2024-02-15,3,0,27.46
Zone_13,2024-02-15,2,0,31.945
Zone_14,2024-02-15,3,0,17.88
Zone_19,2024-02-15,2,0,21.314999999999998
Zone_21,2024-02-15,2,0,33.974999999999994
Zone_22,2024-02-15,4,0,36.95
Zone_23,2024-02-15,5,0,39.288000000000004
Zone_24,2024-02-15,2,0,26.619999999999997
Zone_36,2024-02-15,5,1,19.942
Zone_37,2024-02-15,2,0,42.29
Zone_38,2024-02-15,4,0,32.3
Zone_33,2024-02-15,5,0,25.508
Zone_34,2024-02-15,5,0,21.27
Zone_35,2024-02-15,3,1,20.466666666666665
Zone_28,2024-02-15,2,0,40.045
Zone_29,2024-02-15,3,0,36.75
Zone_6,2024-02-15,2,0,21.445
Zone_7,2024-02-15,4,0,20.41
Zone_8,2024-02-15,4,0,33.66
Zone_17,2024-02-15,4,1,27.9475
Zone_15,2024-02-15,3,0,39.03333333333333
Zone_16,2024-02-15,3,0,37.96
Zone_30,2024-02-15,1,0,58.56
Zone_31,2024-02-15,2,0,14.389999999999999
Zone_32,2024-02-15,2,0,30.674999999999997
Zone_31,2024-02-16,2,0,52.735
Zone_32,2024-02-16,1,0,57.82
Zone_20,2024-02-16,1,0,25.74
Zone_21,2024-02-16,2,0,35.11
Zone_9,2024-02-16,5,0,20.913999999999998
Zone_10,2024-02-16,1,0,29.44
Zone_11,2024-02-16,1,0,48.69
Zone_39,2024-02-16,5,2,29.372
Zone_40,2024-02-16,5,0,38.942
Zone_25,2024-02-16,1,0,24.63
Zone_26,2024-02-16,5,1,26.128
Zone_27,2024-02-16,7,0,41.07714285714285
Zone_12,2024-02-16,2,0,38.305
Zone_13,2024-02-16,3,0,42.089999999999996
Zone_14,2024-02-16,4,0,37.697500000000005
Zone_1,2024-02-16,2,0,36.055
Zone_2,2024-02-16,1,0,30.78
Zone_3,2024-02-16,3,0,36.480000000000004
Zone_4,2024-02-16,6,1,22.723333333333333
Zone_5,2024-02-16,8,1,29.43375
Zone_15,2024-02-16,2,0,42.92
Zone_16,2024-02-16,2,0,36.22
Zone_34,2024-02-16,4,0,29.415
Zone_35,2024-02-16,3,0,31.616666666666667
Zone_22,2024-02-16,5,0,47.096
Zone_23,2024-02-16,6,0,29.413333333333334
Zone_24,2024-02-16,2,0,41.290000000000006
Zone_37,2024-02-16,2,0,18.295
Zone_38,2024-02-16,6,0,16.09
Zone_17,2024-02-16,2,0,29.375
Zone_18,2024-02-16,5,0,40.732
Zone_19,2024-02-16,5,0,34.013999999999996
Zone_28,2024-02-16,1,1,0.0
Zone_29,2024-02-16,2,0,37.455
Zone_30,2024-02-16,6,2,19.035
Zone_6,2024-02-16,5,0,31.53
Zone_7,2024-02-16,2,0,39.455
Zone_8,2024-02-16,5,0,25.358000000000004
Zone_7,2024-02-17,2,0,22.479999999999997
Zone_8,2024-02-17,2,1,18.09
Zone_1,2024-02-17,2,0,22.195
Zone_2,2024-02-17,2,1,24.92
Zone_3,2024-02-17,4,1,17.61
Zone_9,2024-02-17,5,3,13.324000000000002
Zone_10,2024-02-17,4,0,36.1475
Zone_11,2024-02-17,7,2,22.978571428571428
Zone_31,2024-02-17,4,0,33.364999999999995
Zone_32,2024-02-17,4,1,25.0225
Zone_33,2024-02-17,6,0,24.148333333333333
Zone_20,2024-02-17,7,0,27.318571428571428
Zone_21,2024-02-17,7,1,32.12428571428572
Zone_12,2024-02-17,1,0,41.7
Zone_13,2024-02-17,5,1,32.077999999999996
Zone_14,2024-02-17,3,1,14.543333333333333
Zone_39,2024-02-17,4,0,25.302500000000002
Zone_40,2024-02-17,3,0,24.196666666666665
Zone_25,2024-02-17,1,0,15.22
Zone_26,2024-02-17,3,0,29.236666666666668
Zone_27,2024-02-17,8,2,29.175
Zone_28,2024-02-17,3,0,38.586666666666666
Zone_29,2024-02-17,1,0,52.18
Zone_30,2024-02-17,3,0,50.2
Zone_34,2024-02-17,2,0,31.61
Zone_35,2024-02-17,2,0,35.864999999999995
Zone_4,2024-02-17,7,1,28.212857142857143
Zone_5,2024-02-17,3,0,36.84
Zone_6,2024-02-17,5,0,29.125999999999998
Zone_15,2024-02-17,2,0,47.269999999999996
Zone_16,2024-02-17,7,1,34.09571428571429
Zone_17,2024-02-17,4,0,39.915
Zone_18,2024-02-17,1,0,38.73
Zone_19,2024-02-17,4,1,33.2025
Zone_22,2024-02-17,1,0,15.8
Zone_23,2024-02-17,5,0,34.772
Zone_24,2024-02-17,4,1,34.974999999999994
Zone_36,2024-02-17,2,0,52.555
Zone_37,2024-02-17,5,3,17.108
Zone_38,2024-02-17,3,0,38.1
Zone_36,2024-02-18,2,0,33.03
Zone_37,2024-02-18,2,0,22.705
Zone_38,2024-02-18,1,0,46.26
Zone_39,2024-02-18,2,0,19.435
Zone_40,2024-02-18,7,2,29.648571428571433
Zone_9,2024-02-18,4,0,30.455000000000002
Zone_10,2024-02-18,7,0,38.94714285714286
Zone_11,2024-02-18,5,0,24.75
Zone_6,2024-02-18,3,1,19.310000000000002
Zone_7,2024-02-18,2,0,16.585
Zone_8,2024-02-18,3,0,45.236666666666665
Zone_1,2024-02-18,2,0,36.519999999999996
Zone_2,2024-02-18,6,1,16.181666666666665
Zone_12,2024-02-18,5,0,25.092
Zone_13,2024-02-18,5,0,35.782000000000004
